"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"IGHM",3.31932741101782e-50,1.31399402077074,0.169,0.08,6.63566742736572e-46,"IGHM"
"FXN",3.47036702128671e-50,-1.15749834024894,0.056,0.133,6.93761071225426e-46,"FXN"
"NGDN",4.31635658053465e-50,-0.779047204961939,0.104,0.199,8.62882844014682e-46,"NGDN"
"NOL9",4.39881537426182e-50,-0.960110757939116,0.092,0.181,8.7936718146868e-46,"NOL9"
"MBNL2",4.87563674233826e-50,-0.975492992577113,0.09,0.178,9.74688541160842e-46,"MBNL2"
"ICA1L",4.89806890179072e-50,-1.13350910684704,0.051,0.127,9.79172954156983e-46,"ICA1L"
"PPBP",5.16969945289927e-50,2.06361131270527,0.101,0.031,1.03347461762909e-45,"PPBP"
"TSTA3",5.50769925984899e-50,-0.513559374797169,0.104,0.198,1.10104415903641e-45,"TSTA3"
"MRPL22",5.60586167604576e-50,-0.677559899213274,0.132,0.232,1.12066780765831e-45,"MRPL22"
"COPS3",5.68690812643289e-50,-0.524017316490386,0.132,0.233,1.1368698035552e-45,"COPS3"
"LIX1L",5.86557914105824e-50,-0.516504601553457,0.096,0.187,1.17258792608895e-45,"LIX1L"
"RNF144B",6.71082616311809e-50,2.64371105200849,0.206,0.114,1.34156125826894e-45,"RNF144B"
"GNB2",6.72249029878891e-50,1.5625152195311,0.483,0.449,1.34389303563089e-45,"GNB2"
"GCDH",7.67994936751372e-50,-1.03568135922603,0.062,0.142,1.53529867805967e-45,"GCDH"
"RASSF5",8.00018731320062e-50,0.609026242701363,0.303,0.467,1.59931744578194e-45,"RASSF5"
"FAM136A",9.9140159518404e-50,-0.8192673603365,0.111,0.205,1.98191092893241e-45,"FAM136A"
"CCDC137",1.36897907890889e-49,-0.822420759984813,0.091,0.18,2.73672607664676e-45,"CCDC137"
"RAP2A",1.41648649287819e-49,-1.10798015623735,0.058,0.134,2.83169814791279e-45,"RAP2A"
"ZNF322",1.43262994230763e-49,-0.801284354499305,0.063,0.143,2.86397051766719e-45,"ZNF322"
"ENOPH1",1.48938172725648e-49,-1.16266971960941,0.069,0.15,2.97742301095843e-45,"ENOPH1"
"DAZAP2",1.77328006048732e-49,1.24621032973259,0.625,0.704,3.5449641689202e-45,"DAZAP2"
"UROS",1.78783078349311e-49,-0.770861348648188,0.11,0.204,3.57405251928107e-45,"UROS"
"ACTB",1.92040329280069e-49,0.564207464121982,0.933,0.99,3.83907822263786e-45,"ACTB"
"NPRL3",2.08200963582863e-49,-0.839138048012294,0.08,0.166,4.16214546298502e-45,"NPRL3"
"PCSK5",2.08825443645284e-49,-1.50564552197673,0.035,0.1,4.17462944391288e-45,"PCSK5"
"CYSTM1",2.14429607132037e-49,3.19196785017622,0.175,0.09,4.28666227617655e-45,"CYSTM1"
"HINT2",2.16899942003657e-49,-0.90048643498494,0.118,0.213,4.3360467405951e-45,"HINT2"
"ARID3A",2.20627298129161e-49,2.26223772195554,0.24,0.143,4.41056031690005e-45,"ARID3A"
"NABP1",2.67268647484635e-49,2.49319670725064,0.386,0.31,5.34296753186533e-45,"NABP1"
"ARMC10",2.67703783962755e-49,-0.63695745486819,0.115,0.211,5.35166634519943e-45,"ARMC10"
"HSPA6",3.0348911120269e-49,2.85868505574197,0.204,0.114,6.06705082205297e-45,"HSPA6"
"CREBL2",3.33640642034322e-49,-0.846427484345427,0.083,0.17,6.66981007490814e-45,"CREBL2"
"NAPEPLD",3.47117753266366e-49,-1.47672624947485,0.038,0.106,6.93923100554792e-45,"NAPEPLD"
"PYROXD1",3.5219809533704e-49,-0.797924893620274,0.12,0.215,7.04079212388278e-45,"PYROXD1"
"TTC9",3.95218885578192e-49,-0.958813582059829,0.049,0.124,7.90082074159363e-45,"TTC9"
"CASK",4.85694013712781e-49,-0.941705739841859,0.067,0.148,9.70950902813221e-45,"CASK"
"SIRPA",4.87127375979729e-49,2.06161494212738,0.212,0.118,9.73816337321075e-45,"SIRPA"
"COG5",5.14560359424751e-49,-0.71974013724402,0.1,0.191,1.02865761452602e-44,"COG5"
"RARS2",5.68269510162031e-49,-0.500644367751154,0.1,0.191,1.13602757776492e-44,"RARS2"
"EMC2",6.39208888706232e-49,-0.617911060451813,0.081,0.167,1.27784248941263e-44,"EMC2"
"MED21",7.45548846079797e-49,-0.758659206971392,0.072,0.154,1.49042669819812e-44,"MED21"
"KCNJ2",8.16419946059801e-49,4.03200280336455,0.109,0.039,1.63210511416815e-44,"KCNJ2"
"DNAJC2",9.05467837051704e-49,-0.68774059770342,0.128,0.226,1.81012075305006e-44,"DNAJC2"
"ACAT1",1.05417046130239e-48,-0.6773978453773,0.11,0.205,2.1073921691896e-44,"ACAT1"
"TMUB1",1.11635882953047e-48,-0.779420210648036,0.1,0.191,2.23171293611436e-44,"TMUB1"
"MRPL46",1.16923651489255e-48,-1.0984760232331,0.078,0.162,2.33742071692169e-44,"MRPL46"
"KANSL1-AS1",1.32023312831167e-48,-1.1309746733067,0.037,0.103,2.63927804680787e-44,"KANSL1-AS1"
"FKBP4",1.4485178532003e-48,-1.08755864491532,0.071,0.152,2.89573204033272e-44,"FKBP4"
"CHM",1.45185016851885e-48,-0.705680488257896,0.094,0.185,2.90239367188603e-44,"CHM"
"ADAM17",1.54385848177531e-48,2.58253251545108,0.323,0.235,3.08632749091703e-44,"ADAM17"
"TOMM5",1.61838223671113e-48,-0.852265227737729,0.131,0.226,3.23530792940921e-44,"TOMM5"
"TSPAN5",1.65727540902547e-48,-1.25705035683076,0.035,0.1,3.31305927018281e-44,"TSPAN5"
"TIMM10B",1.77202776270193e-48,-0.894652448712981,0.085,0.172,3.54246070041743e-44,"TIMM10B"
"ACYP1",3.05314559306697e-48,-1.29760443443111,0.043,0.112,6.10354335510018e-44,"ACYP1"
"ZNF84",3.34616589712861e-48,-1.26013982122211,0.042,0.111,6.6893202449498e-44,"ZNF84"
"DTNBP1",3.77478926951938e-48,-0.608649475749879,0.113,0.208,7.5461812286962e-44,"DTNBP1"
"ELP5",4.78073555359622e-48,-0.854404591566617,0.09,0.176,9.5571684451942e-44,"ELP5"
"GDF11",5.30802486683745e-48,-1.31072010243996,0.038,0.104,1.06112725112948e-43,"GDF11"
"RNF187",5.74210180444672e-48,-0.535741652962254,0.138,0.237,1.14790357172694e-43,"RNF187"
"FAM117B",6.05046243759057e-48,-0.878719366904448,0.107,0.199,1.20954794589873e-43,"FAM117B"
"TTC21B",6.08866928870651e-48,-0.969610112789541,0.063,0.14,1.21718587750532e-43,"TTC21B"
"MCM3",6.20492802035635e-48,-0.961116392620281,0.072,0.154,1.24042716054944e-43,"MCM3"
"CASD1",6.46015465039199e-48,-1.04514709026781,0.065,0.144,1.29144951615986e-43,"CASD1"
"SMIM19",8.08446363811922e-48,-0.656952309927536,0.13,0.229,1.61616512589641e-43,"SMIM19"
"MKRN2",8.17999932848838e-48,-0.849920469975791,0.058,0.134,1.63526366575811e-43,"MKRN2"
"RIC3",1.03845545287761e-47,-0.803732864233452,0.075,0.162,2.07597629584764e-43,"RIC3"
"CCDC127",1.21410255838471e-47,-1.18016565620384,0.048,0.119,2.42711242446688e-43,"CCDC127"
"MRPL10",1.68154734945885e-47,-1.03989683859663,0.088,0.172,3.36158130630319e-43,"MRPL10"
"ZPR1",1.92732004512384e-47,-0.875774390007736,0.1,0.189,3.85290550220707e-43,"ZPR1"
"RAD1",1.95147723045942e-47,-0.986862682499213,0.055,0.129,3.90119813141144e-43,"RAD1"
"GART",2.17701310933207e-47,-0.602286499677721,0.114,0.208,4.35206690686573e-43,"GART"
"ATP6V1A",2.19280500324165e-47,2.15558907643548,0.276,0.183,4.38363648198038e-43,"ATP6V1A"
"CCZ1B",2.37691314426393e-47,-0.570556460529289,0.086,0.172,4.75168706669802e-43,"CCZ1B"
"AEBP2",2.55452657696198e-47,-0.521688576600142,0.11,0.201,5.10675408000469e-43,"AEBP2"
"MRPL45",2.71301495494223e-47,-1.27313984665916,0.068,0.147,5.42358819642501e-43,"MRPL45"
"ZMYM1",2.78461035744793e-47,-1.24962784467299,0.042,0.109,5.56671456557415e-43,"ZMYM1"
"RPP30",3.09539126934212e-47,-0.845577834461908,0.095,0.182,6.18799668654183e-43,"RPP30"
"CUL4A",3.1074062504223e-47,-0.595319979343533,0.105,0.195,6.21201583521923e-43,"CUL4A"
"CALHM2",3.370048938543e-47,-1.47957859026059,0.065,0.14,6.73706483304131e-43,"CALHM2"
"ACTR1B",3.55005135862252e-47,-1.07868213709441,0.073,0.153,7.09690767102229e-43,"ACTR1B"
"RAF1",3.76937458330419e-47,2.39088107751499,0.389,0.312,7.5353567294834e-43,"RAF1"
"PTPN6",3.97165946009909e-47,1.34433954357213,0.548,0.536,7.93974442668409e-43,"PTPN6"
"CAMKK2",4.54645198860782e-47,2.47987797641241,0.26,0.166,9.0888121704259e-43,"CAMKK2"
"NMD3",5.28553160167841e-47,-0.851884742591722,0.082,0.165,1.05663062249153e-42,"NMD3"
"TCTN3",6.60743671627675e-47,-1.4166667589605,0.044,0.113,1.32089267395088e-42,"TCTN3"
"ANKRD39",7.91916397537746e-47,-1.405077485887,0.043,0.111,1.58312007031771e-42,"ANKRD39"
"DAPP1",1.01255776933833e-46,1.75267549799686,0.363,0.271,2.02420423668425e-42,"DAPP1"
"MRPL58",1.13420723672565e-46,-1.08534888929065,0.078,0.159,2.26739368693825e-42,"MRPL58"
"F8A1",1.49102152935065e-46,-0.684649040837281,0.092,0.178,2.98070113932489e-42,"F8A1"
"ZCCHC9",1.55564036897223e-46,-0.548997365405615,0.114,0.207,3.10988066161238e-42,"ZCCHC9"
"FAM215B",1.61874316381858e-46,-0.900913568914207,0.076,0.158,3.23602945878973e-42,"FAM215B"
"RAB13",1.80592390266927e-46,2.82212292517338,0.105,0.037,3.61022247382614e-42,"RAB13"
"L3MBTL3",1.9564153579456e-46,-0.731605145505056,0.088,0.175,3.91106994206906e-42,"L3MBTL3"
"LIPT1",2.03262223950689e-46,-1.28749793567341,0.037,0.102,4.06341511899823e-42,"LIPT1"
"PTRH1",2.57672169351804e-46,-1.79272671633492,0.039,0.103,5.15112433751191e-42,"PTRH1"
"SLC22A15",2.78541986497312e-46,3.44217662474242,0.111,0.041,5.56833285206776e-42,"SLC22A15"
"CISD1",3.65797036525933e-46,-1.11665232521913,0.076,0.156,7.31264855718993e-42,"CISD1"
"RAD17",3.75071706208805e-46,-0.974915789441194,0.08,0.162,7.49805847882023e-42,"RAD17"
"MAPKAP1",3.79230042220056e-46,-0.523271461966597,0.14,0.237,7.58118777402115e-42,"MAPKAP1"
"GPN3",4.98470523741169e-46,-0.615537094785538,0.081,0.165,9.96492424010972e-42,"GPN3"
"RASSF7",5.11134069433354e-46,-0.805650482215756,0.059,0.134,1.02180811820422e-41,"RASSF7"
"USP28",5.33071717883403e-46,-0.825249101349774,0.091,0.176,1.06566367122071e-41,"USP28"
"CNOT9",5.54007888691687e-46,-0.863570282473904,0.085,0.168,1.10751717028355e-41,"CNOT9"
"RSBN1L",5.7503937388101e-46,0.597335598714135,0.4,0.591,1.14956121232553e-41,"RSBN1L"
"CCPG1",6.07002421289624e-46,1.90716637553149,0.399,0.325,1.21345854040009e-41,"CCPG1"
"PSMG4",6.14108220974504e-46,-0.83130994822546,0.117,0.21,1.22766374455013e-41,"PSMG4"
"GTF2H3",6.42177235132528e-46,-0.967686120264041,0.073,0.152,1.28377651075344e-41,"GTF2H3"
"ARHGAP24",7.00464960957264e-46,2.02730531197566,0.171,0.084,1.40029950344967e-41,"ARHGAP24"
"RPF2",7.05381126621614e-46,-1.17715583274316,0.072,0.152,1.41012741022927e-41,"RPF2"
"SURF2",7.6881136818241e-46,-0.93329168520028,0.09,0.174,1.53693080613346e-41,"SURF2"
"NOB1",8.64761807663447e-46,-1.02891830232947,0.101,0.187,1.7287453297e-41,"NOB1"
"TDRD3",8.97196642460906e-46,-0.903260186148145,0.07,0.147,1.7935858079436e-41,"TDRD3"
"GPALPP1",9.19534499293597e-46,-0.695388669396737,0.094,0.181,1.83824141753783e-41,"GPALPP1"
"CLOCK",9.27816157462401e-46,-1.08204551715608,0.078,0.158,1.85479728038309e-41,"CLOCK"
"FAM8A1",1.10135758752194e-45,2.81266477954169,0.227,0.139,2.20172395321511e-41,"FAM8A1"
"IFRD2",1.15117914644392e-45,-1.11041683677529,0.053,0.125,2.30132223165605e-41,"IFRD2"
"COQ4",1.1615730300165e-45,-0.701967232987703,0.077,0.157,2.32210064430599e-41,"COQ4"
"MSMO1",1.26806884678038e-45,-1.07630829709278,0.058,0.131,2.53499643159866e-41,"MSMO1"
"NKAPD1",1.27182032512352e-45,-0.643055094727527,0.115,0.206,2.54249601195443e-41,"NKAPD1"
"FBXO22",1.35693047314571e-45,-0.524737303222301,0.103,0.193,2.7126397088656e-41,"FBXO22"
"MRPL4",1.38252988007629e-45,-0.891664627851831,0.127,0.219,2.76381548326052e-41,"MRPL4"
"PRPSAP2",1.39314263360186e-45,-0.672920263977854,0.097,0.184,2.78503143883348e-41,"PRPSAP2"
"CFP",1.46013788339035e-45,1.65017653689577,0.268,0.183,2.91896164268564e-41,"CFP"
"NDUFA9",1.72811305211408e-45,-0.594512065666365,0.139,0.236,3.45467080248125e-41,"NDUFA9"
"DNAJC24",1.88006987471657e-45,-1.13860977544077,0.056,0.129,3.75844768654589e-41,"DNAJC24"
"PTRHD1",2.08005387848035e-45,-0.622283487035881,0.162,0.264,4.15823570847007e-41,"PTRHD1"
"LYRM4",2.50747520130254e-45,-1.01590448804244,0.082,0.164,5.01269367492391e-41,"LYRM4"
"SAMM50",2.7492808699242e-45,-0.896103490655315,0.101,0.188,5.49608738706546e-41,"SAMM50"
"EGR1",2.79954009884442e-45,1.33270228143611,0.196,0.104,5.59656061159989e-41,"EGR1"
"TOMM70",3.36060813140764e-45,-1.01838275323502,0.092,0.175,6.71819171549701e-41,"TOMM70"
"SLC5A3",3.49452059142498e-45,-0.505955309782138,0.094,0.18,6.98589611431768e-41,"SLC5A3"
"ELAC2",3.8134045710895e-45,-1.36535583590946,0.05,0.119,7.62337707806503e-41,"ELAC2"
"KRBOX4",3.97589032041274e-45,-1.16055404401649,0.039,0.103,7.9482023395371e-41,"KRBOX4"
"TMEM126A",5.38846889400533e-45,-0.862584455104434,0.125,0.217,1.07720881660061e-40,"TMEM126A"
"TTC5",5.76637478968193e-45,-0.985290161256152,0.057,0.131,1.15275598420531e-40,"TTC5"
"RNASE6",5.78997171932923e-45,1.65374350220191,0.231,0.139,1.15747324641111e-40,"RNASE6"
"RFK",6.18190406401771e-45,-0.888337835699134,0.089,0.173,1.23582444143778e-40,"RFK"
"SNRPA1",6.96499749719037e-45,-0.561264611536416,0.156,0.256,1.39237264966333e-40,"SNRPA1"
"TBXAS1",9.10999553348678e-45,1.90647427666193,0.252,0.161,1.82117920709934e-40,"TBXAS1"
"NHSL2",9.30639755950715e-45,2.415297422615,0.242,0.153,1.86044193612107e-40,"NHSL2"
"E2F3",9.50819255981103e-45,2.38180417314486,0.269,0.178,1.90078277463182e-40,"E2F3"
"GLT8D1",1.09946134533858e-44,-0.833970920220299,0.073,0.15,2.19793317546635e-40,"GLT8D1"
"DDB2",1.24071951840161e-44,-0.905727159508919,0.057,0.13,2.48032238923665e-40,"DDB2"
"COPS8",1.4359665207712e-44,-0.85957597100337,0.081,0.16,2.87064067167371e-40,"COPS8"
"TSHZ1",1.58896198703287e-44,-1.02404037284896,0.066,0.142,3.17649390827741e-40,"TSHZ1"
"RPS26",1.77421635403911e-44,1.39039592575137,0.571,0.858,3.54683591335959e-40,"RPS26"
"ACTL6A",2.10733594020602e-44,-0.948636368486804,0.081,0.161,4.21277527806586e-40,"ACTL6A"
"TRPV2",2.2042751398365e-44,-0.899043365155818,0.094,0.178,4.40656643204714e-40,"TRPV2"
"TPGS2",2.28837488435393e-44,-0.587026520695224,0.09,0.173,4.57469023131194e-40,"TPGS2"
"DIS3L",2.47234954438968e-44,-1.00245044061954,0.071,0.148,4.94247397418941e-40,"DIS3L"
"B3GAT3",2.60623416410307e-44,-0.593670787665336,0.11,0.199,5.21012271745845e-40,"B3GAT3"
"PDZD11",2.61619909184798e-44,-1.11549264897039,0.048,0.116,5.2300436045133e-40,"PDZD11"
"QKI",3.03619493697954e-44,1.64840600642642,0.43,0.376,6.06965729851579e-40,"QKI"
"PQBP1",3.09425080094166e-44,-0.512187387427806,0.139,0.234,6.18571677616248e-40,"PQBP1"
"LETM1",4.33267009884474e-44,-1.15678350671773,0.066,0.14,8.66144079460052e-40,"LETM1"
"DUSP6",4.40444371168111e-44,0.742365809253711,0.302,0.192,8.8049234240217e-40,"DUSP6"
"LY6E",4.58464009311317e-44,1.56735939479836,0.518,0.537,9.16515401014254e-40,"LY6E"
"SESN1",4.6048892637042e-44,-0.667846015213634,0.073,0.152,9.20563412707107e-40,"SESN1"
"MINDY1",4.61235997721663e-44,3.24049523948827,0.114,0.045,9.22056883045376e-40,"MINDY1"
"ZNF605",5.37285837575055e-44,-1.15463757046656,0.048,0.116,1.07408811789629e-39,"ZNF605"
"SDHAF1",5.50564417605613e-44,-0.864093517280986,0.088,0.171,1.10063332723538e-39,"SDHAF1"
"KIAA1586",5.55230872910537e-44,-0.95040399021382,0.05,0.118,1.10996203803545e-39,"KIAA1586"
"CYBB",6.78530429473894e-44,0.740594643168461,0.346,0.23,1.35645018156126e-39,"CYBB"
"MTMR3",6.81034092352106e-44,2.35615098139999,0.228,0.137,1.3614552540211e-39,"MTMR3"
"GPKOW",7.15177943469799e-44,-1.0776344676367,0.066,0.139,1.42971222679048e-39,"GPKOW"
"IPO7",8.29684790417532e-44,-0.67135513588853,0.156,0.254,1.65862286452369e-39,"IPO7"
"EHMT2",9.20654949564848e-44,-0.689868134230864,0.095,0.179,1.84048130967509e-39,"EHMT2"
"GLUD1",9.30515194935065e-44,-0.60582346511665,0.16,0.256,1.86019292619469e-39,"GLUD1"
"PCNX1",1.00879586927172e-43,2.35832724504598,0.353,0.274,2.0166838222611e-39,"PCNX1"
"ING5",1.15586230711399e-43,-0.715773629464216,0.084,0.167,2.31068433815157e-39,"ING5"
"TKT",1.19155958006491e-43,1.18273827136579,0.55,0.582,2.38204675650777e-39,"TKT"
"MRNIP",1.27743610797971e-43,-0.740949623851946,0.062,0.138,2.55372252346223e-39,"MRNIP"
"GK5",1.40613590949514e-43,-0.925929467477681,0.068,0.143,2.81100629667174e-39,"GK5"
"SKA2",1.58540814375555e-43,-0.70115760543719,0.107,0.195,3.16938942018171e-39,"SKA2"
"FLOT2",1.67486282301176e-43,2.01100792242771,0.363,0.283,3.34821826948282e-39,"FLOT2"
"EXOSC7",1.85494911691276e-43,-0.812281890125012,0.086,0.167,3.70822877962029e-39,"EXOSC7"
"COMMD10",1.87217640105466e-43,-0.789552158298987,0.103,0.188,3.74266784334838e-39,"COMMD10"
"RABL2B",1.98999000812029e-43,-0.830489816413618,0.056,0.127,3.97818902523327e-39,"RABL2B"
"C22orf46",2.08886515119662e-43,-0.715989789105135,0.044,0.11,4.17585032375717e-39,"C22orf46"
"MYADM",2.20081571768228e-43,1.89659140563776,0.372,0.301,4.39965070121864e-39,"MYADM"
"TSPAN31",2.21826473283174e-43,-0.864698826280834,0.076,0.153,4.43453302740393e-39,"TSPAN31"
"TCEAL4",2.23361324290869e-43,-0.822473689931145,0.09,0.173,4.46521623389877e-39,"TCEAL4"
"C3orf62",2.47943411189537e-43,3.12140513748958,0.17,0.09,4.95663673309003e-39,"C3orf62"
"ZNF7",2.48842222132543e-43,-0.792304418821898,0.061,0.134,4.97460486265167e-39,"ZNF7"
"ACADM",3.02973869161835e-43,-0.519284590303407,0.147,0.244,6.05675061841424e-39,"ACADM"
"AC012368.1",3.09678701033372e-43,3.09208751888562,0.122,0.051,6.19078691235814e-39,"AC012368.1"
"NAT10",3.14228409298825e-43,-1.04329177853798,0.055,0.125,6.2817401302928e-39,"NAT10"
"ASTE1",3.22952368117991e-43,-0.822451009030483,0.04,0.103,6.45614079104675e-39,"ASTE1"
"MRPS28",3.74020268238546e-43,-1.06992870150213,0.083,0.161,7.47703918235678e-39,"MRPS28"
"RRP8",4.69643464786079e-43,-0.824996971459068,0.075,0.151,9.38864250453851e-39,"RRP8"
"IGF2R",4.99901529507981e-43,1.94536949202405,0.407,0.342,9.99353147639404e-39,"IGF2R"
"IGSF6",5.87455597531789e-43,1.23651266540731,0.284,0.185,1.1743824850258e-38,"IGSF6"
"FOXO3",6.21666516459414e-43,2.28958911175594,0.277,0.188,1.24277353305402e-38,"FOXO3"
"KDM6B",7.48384922492949e-43,2.37906056340722,0.295,0.211,1.49609629855565e-38,"KDM6B"
"U2AF1L4",7.77060862770837e-43,-0.559277658047753,0.073,0.15,1.55342237076518e-38,"U2AF1L4"
"PTMS",7.93415708340715e-43,-0.808999521529941,0.056,0.126,1.58611734254392e-38,"PTMS"
"KDM1A",8.58758246197021e-43,-0.772770885414463,0.112,0.199,1.71674360997246e-38,"KDM1A"
"IGSF8",8.76796174916476e-43,-1.15528854762626,0.043,0.108,1.75280323327553e-38,"IGSF8"
"VEZT",9.30787815540882e-43,-0.888353858669162,0.1,0.184,1.86073792204778e-38,"VEZT"
"HSD17B10",9.39993404324965e-43,-0.517815558932431,0.177,0.278,1.87914081458604e-38,"HSD17B10"
"HEATR1",9.84245756950798e-43,-1.02784548421801,0.08,0.159,1.96760569272034e-38,"HEATR1"
"ZNF507",1.07313910431894e-42,-0.556709895160512,0.048,0.116,2.14531238344398e-38,"ZNF507"
"RILPL2",1.0792091096846e-42,1.58906096662841,0.387,0.316,2.15744693117049e-38,"RILPL2"
"FES",1.10749053640474e-42,2.06202242545627,0.218,0.131,2.21398433132671e-38,"FES"
"ORC3",1.17194329382607e-42,-0.592123670563583,0.073,0.151,2.3428318386877e-38,"ORC3"
"POLD2",1.22910383754087e-42,-0.971030624085278,0.062,0.136,2.45710148162795e-38,"POLD2"
"AL139246.5",1.244390336373e-42,-0.827777316451272,0.047,0.113,2.48766072144327e-38,"AL139246.5"
"ZNF37A",1.30192544221497e-42,-0.638064094207003,0.122,0.212,2.60267915153195e-38,"ZNF37A"
"GPATCH11",1.63689073000706e-42,-0.666578642454049,0.123,0.215,3.27230825835712e-38,"GPATCH11"
"ZNF688",1.64006457128669e-42,-0.615286998567633,0.096,0.18,3.27865308445922e-38,"ZNF688"
"AKNA",2.05108573020024e-42,0.567473739006932,0.388,0.57,4.10032548324329e-38,"AKNA"
"MRPL55",2.09539703849374e-42,-0.590213346012386,0.134,0.226,4.18890821965283e-38,"MRPL55"
"ILKAP",2.12420795268788e-42,-0.585509749853337,0.115,0.203,4.24650411821834e-38,"ILKAP"
"C5AR2",2.28301973092545e-42,3.24205695667897,0.115,0.047,4.56398474409306e-38,"C5AR2"
"TMEM161B",2.5751373724828e-42,-0.7187307721025,0.082,0.162,5.14795712133037e-38,"TMEM161B"
"DFFA",2.77279405015431e-42,-0.864513535595585,0.1,0.183,5.54309258566348e-38,"DFFA"
"NPRL2",3.11179630831018e-42,-0.580444320010054,0.064,0.137,6.22079199994288e-38,"NPRL2"
"GRSF1",3.11856223661629e-42,-0.507568416515143,0.161,0.257,6.23431776721962e-38,"GRSF1"
"GCFC2",4.00289764025349e-42,-1.34735384888203,0.04,0.102,8.00219267263074e-38,"GCFC2"
"APOBR",4.16386724620473e-42,2.44877124134798,0.256,0.169,8.32398701188787e-38,"APOBR"
"CARNMT1",4.21427154633396e-42,-1.10167805105957,0.062,0.133,8.42475024827621e-38,"CARNMT1"
"LAMP2",4.39030314849079e-42,1.85783329240498,0.403,0.344,8.77665502414793e-38,"LAMP2"
"HACL1",4.93884027754881e-42,-0.763297047985561,0.055,0.125,9.87323559884782e-38,"HACL1"
"PMM1",5.39100087106937e-42,-0.952930901224842,0.047,0.112,1.07771498413548e-37,"PMM1"
"MBIP",6.19871353728858e-42,-1.3039774800853,0.061,0.131,1.23918482323936e-37,"MBIP"
"NUP160",7.01673464998468e-42,-0.538650827380961,0.094,0.177,1.40271542387844e-37,"NUP160"
"NAPRT",9.42920694102058e-42,1.83463545783992,0.148,0.071,1.88499275957942e-37,"NAPRT"
"YBX3",9.68927780505202e-42,1.61704989103494,0.312,0.224,1.93698352600795e-37,"YBX3"
"ZNF226",1.04624660742345e-41,-0.768549865063583,0.07,0.146,2.09155159290022e-37,"ZNF226"
"IMP4",1.11451932994092e-41,-0.562589296002699,0.128,0.217,2.2280355924849e-37,"IMP4"
"GNB4",1.11751107780876e-41,1.98142531143855,0.241,0.153,2.23401639564749e-37,"GNB4"
"TYW1",1.18182503376648e-41,-1.20202883790821,0.058,0.127,2.36258642500258e-37,"TYW1"
"TMED3",1.19585737449085e-41,-0.78427476398416,0.101,0.183,2.39063847734466e-37,"TMED3"
"DGKE",1.28461877153688e-41,-0.917989938800702,0.052,0.12,2.56808138617937e-37,"DGKE"
"WDR75",1.93063585887832e-41,-1.02563932608637,0.066,0.138,3.85953414548364e-37,"WDR75"
"MRPL2",2.4823899491606e-41,-0.816687827954195,0.096,0.178,4.96254574736696e-37,"MRPL2"
"PAXIP1-AS2",2.54091067261494e-41,-0.889073757246704,0.054,0.122,5.07953452562452e-37,"PAXIP1-AS2"
"RC3H1",2.93856236108271e-41,2.17103280460436,0.318,0.231,5.87448001604044e-37,"RC3H1"
"LY96",3.03296366200348e-41,2.3292342746332,0.259,0.172,6.06319765671116e-37,"LY96"
"HARS",3.11358435774575e-41,-0.611235648271844,0.1,0.181,6.22436648956953e-37,"HARS"
"UQCC2",3.47899619012894e-41,-0.721541943228273,0.117,0.204,6.95486128368677e-37,"UQCC2"
"TSC22D3",3.53234129245286e-41,1.34956567361931,0.669,0.749,7.06150347774252e-37,"TSC22D3"
"DNAJC30",3.576395125059e-41,-1.10672661723398,0.055,0.122,7.14957149450545e-37,"DNAJC30"
"TEFM",4.04322277018393e-41,-0.94101052383934,0.06,0.13,8.0828066398747e-37,"TEFM"
"C12orf29",4.3521255045339e-41,-0.867317387394659,0.053,0.121,8.70033409611372e-37,"C12orf29"
"SHKBP1",4.57199115618067e-41,2.10634526221027,0.344,0.264,9.13986752032078e-37,"SHKBP1"
"C16orf91",4.9261437481557e-41,-0.956086521942719,0.063,0.133,9.84785396693806e-37,"C16orf91"
"PSMD14",5.31761813724813e-41,-0.576153655189597,0.144,0.237,1.06304504181727e-36,"PSMD14"
"ATMIN",6.51003157778523e-41,-0.654524870728803,0.106,0.188,1.30142041271505e-36,"ATMIN"
"TUT7",6.80260221016123e-41,2.04965222423617,0.394,0.326,1.35990820783333e-36,"TUT7"
"DNPEP",6.82703450243561e-41,-1.00346125418166,0.097,0.176,1.3647924673819e-36,"DNPEP"
"CRLF3",6.94298794865199e-41,0.607964944419407,0.243,0.373,1.38797272081502e-36,"CRLF3"
"PNO1",7.48647514821562e-41,-1.09809016136162,0.065,0.136,1.49662124687978e-36,"PNO1"
"MIDN",8.09844923612721e-41,1.92241311529283,0.373,0.294,1.61896098679419e-36,"MIDN"
"KIAA0319L",8.11699610499916e-41,2.30987328444998,0.267,0.182,1.62266869135038e-36,"KIAA0319L"
"SNHG25",8.88915913657316e-41,1.67721972241494,0.342,0.272,1.77703180299234e-36,"SNHG25"
"TMEM170B",8.99606235891855e-41,1.90733877186165,0.2,0.118,1.79840282617141e-36,"TMEM170B"
"CSTF3",9.64203766949417e-41,-0.895542636392653,0.067,0.139,1.92753975050858e-36,"CSTF3"
"LRRC8C",9.85187761518267e-41,-0.586533150430044,0.122,0.209,1.96948885405117e-36,"LRRC8C"
"NAXE",1.09720386933434e-40,-0.989121973605656,0.093,0.172,2.19342025518628e-36,"NAXE"
"CSTF1",1.16572797822543e-40,-0.708730153090148,0.051,0.117,2.33040680127045e-36,"CSTF1"
