"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"PHAX",1.63741311777413e-127,-1.12333667205148,0.141,0.321,3.27335256374226e-123,"PHAX"
"PELI1",2.28574056091241e-127,2.99521108189625,0.316,0.146,4.56942395532e-123,"PELI1"
"ZNF708",2.40070965107408e-127,-1.05196301189537,0.097,0.261,4.79925866346219e-123,"ZNF708"
"TLR4",2.59088557352746e-127,2.79287627218851,0.309,0.143,5.17943935003874e-123,"TLR4"
"EPHX2",9.60640574081108e-127,-2.48800060678144,0.018,0.127,1.92041657164554e-122,"EPHX2"
"DYSF",1.01832930152369e-126,3.73924202025891,0.182,0.041,2.03574210667602e-122,"DYSF"
"BNIP3",1.2461237162716e-126,-1.43938826051886,0.061,0.205,2.49112592119855e-122,"BNIP3"
"S100A11",1.29786227516439e-126,1.48221197408917,0.7,0.7,2.59455647428112e-122,"S100A11"
"PRR5",1.33341655736975e-126,-1.94468253140018,0.046,0.18,2.66563303983786e-122,"PRR5"
"LEO1",2.09273111153524e-126,-1.63331242515808,0.083,0.237,4.1835787650701e-122,"LEO1"
"SPON2",2.39645669342991e-126,-2.83026193393733,0.032,0.153,4.79075657583574e-122,"SPON2"
"HDDC2",2.60386838264903e-126,-1.34317252542522,0.122,0.292,5.20539328375367e-122,"HDDC2"
"RNF126",2.69610043619359e-126,-1.10387182545926,0.164,0.346,5.38977438199461e-122,"RNF126"
"RFTN1",4.83528958249656e-126,-1.93507882652618,0.062,0.204,9.66622740436888e-122,"RFTN1"
"DEFA4",5.26175466729102e-126,13.6402652183188,0.103,0,1.05187737553815e-121,"DEFA4"
"POLR2K",1.64063542866988e-125,-0.824854738419521,0.187,0.378,3.27979428545396e-121,"POLR2K"
"USP14",1.85692934334136e-125,-1.06559954521304,0.147,0.323,3.71218745027371e-121,"USP14"
"TSHZ2",2.02966347617857e-125,-2.76908596741115,0.024,0.138,4.05750025522858e-121,"TSHZ2"
"COMMD7",2.17813451951001e-125,-0.769577730905783,0.159,0.34,4.35430871795246e-121,"COMMD7"
"RETREG1",3.12245581379164e-125,-1.53521182531566,0.039,0.169,6.24210141735086e-121,"RETREG1"
"ABI3",3.31795385674332e-125,-1.79369420218687,0.083,0.232,6.63292155501557e-121,"ABI3"
"MESD",3.90746315735204e-125,-0.850771796957193,0.198,0.388,7.81140959786246e-121,"MESD"
"TMEM50B",4.22184446066655e-125,-1.29613153321967,0.091,0.247,8.4398892613185e-121,"TMEM50B"
"SRSF8",1.34970464787536e-124,-0.834321973087184,0.155,0.341,2.69819456156764e-120,"SRSF8"
"ENTPD1",3.16573552203986e-124,2.71880060693313,0.322,0.153,6.32862188210989e-120,"ENTPD1"
"RASSF2",3.25537552669088e-124,2.41366025377355,0.381,0.223,6.50782121540774e-120,"RASSF2"
"IDH2",3.39036661843668e-124,-0.80346675526601,0.146,0.325,6.77768190691677e-120,"IDH2"
"COX20",3.60499853349574e-124,-0.856677395067718,0.2,0.392,7.20675256831134e-120,"COX20"
"NTNG2",8.20659111677227e-124,4.63572255451307,0.164,0.032,1.64057963015394e-119,"NTNG2"
"MRPL42",9.25090521005774e-124,-0.919593849152893,0.165,0.35,1.84934846054264e-119,"MRPL42"
"HNRNPA0",1.00322042639904e-123,-0.586434479312081,0.254,0.463,2.00553795441431e-119,"HNRNPA0"
"ILF3-DT",1.07847051328618e-123,-1.08034576100907,0.13,0.303,2.15597040311041e-119,"ILF3-DT"
"CYCS",1.60323494121229e-123,-0.602137481708147,0.254,0.47,3.20502697097748e-119,"CYCS"
"POP5",1.7286229421498e-123,-1.29476070177488,0.118,0.285,3.45569012365167e-119,"POP5"
"PUM3",1.90019178120657e-123,-1.40889645958693,0.109,0.272,3.79867338981006e-119,"PUM3"
"TXN2",1.93095011441074e-123,-0.782580227694099,0.19,0.379,3.8601623737185e-119,"TXN2"
"CXCR1",3.71483798836432e-123,5.06983815848777,0.131,0.014,7.42633262253911e-119,"CXCR1"
"TEX264",4.31975395669025e-123,-1.16196385609339,0.152,0.326,8.63562013481948e-119,"TEX264"
"MRPS33",7.54155352909866e-123,-1.12140070938487,0.15,0.325,1.50763196600211e-118,"MRPS33"
"REXO2",1.77879923807568e-122,-1.0339503459012,0.109,0.274,3.55599755683708e-118,"REXO2"
"DNAJC21",2.2192362218533e-122,-0.96815208210913,0.185,0.373,4.43647513110693e-118,"DNAJC21"
"CCDC91",2.84727123578661e-122,-1.13726913821394,0.134,0.308,5.69197992746101e-118,"CCDC91"
"CTSS",3.04562900770316e-122,0.636918590971773,0.73,0.669,6.08851694929938e-118,"CTSS"
"TYMP",3.12909144918826e-122,1.15745839989965,0.516,0.337,6.25536671607226e-118,"TYMP"
"DGKA",6.45652249912785e-122,-0.554933505263911,0.163,0.355,1.29072341280065e-117,"DGKA"
"RNMT",8.78693363260207e-122,-0.733767960657164,0.222,0.42,1.75659590249348e-117,"RNMT"
"RRP1B",9.36142851059945e-122,-1.25303977150813,0.121,0.288,1.87144317355394e-117,"RRP1B"
"PASK",9.38629024311851e-122,-3.04154912195147,0.019,0.125,1.87641328250182e-117,"PASK"
"THAP12",1.16758874412166e-121,-0.81685032480119,0.194,0.382,2.3341266583736e-117,"THAP12"
"NHP2",1.82541924669007e-121,-1.0328180637397,0.184,0.368,3.64919561605812e-117,"NHP2"
"LRPPRC",1.87591885340523e-121,-0.997678754100619,0.172,0.352,3.75014937984239e-117,"LRPPRC"
"MRPL18",2.04883176956905e-121,-0.932894127063208,0.168,0.349,4.09581959054549e-117,"MRPL18"
"AC013264.1",5.20822717254617e-121,-2.77847103895699,0.014,0.115,1.0411766940637e-116,"AC013264.1"
"DDX50",8.21763376915104e-121,-1.11498167046345,0.148,0.324,1.64278716679098e-116,"DDX50"
"UBE3A",9.06360248437843e-121,-0.830278471509338,0.213,0.407,1.81190477265209e-116,"UBE3A"
"ILF2",2.53583888601906e-120,-0.789287679563081,0.207,0.395,5.06939551704069e-116,"ILF2"
"REPS2",5.90367370522572e-120,5.2928680490199,0.148,0.025,1.18020341041167e-115,"REPS2"
"METTL23",9.53568095922617e-120,-1.11149754544853,0.142,0.314,1.9062779805589e-115,"METTL23"
"RNH1",1.17234352608302e-119,-0.570110512574549,0.281,0.505,2.34363194299256e-115,"RNH1"
"ERGIC1",1.24895808941977e-119,3.07251338644623,0.365,0.203,2.49679211655906e-115,"ERGIC1"
"CDK2AP2",1.27866329127209e-119,-0.870098297188743,0.164,0.342,2.55617578558204e-115,"CDK2AP2"
"ATF7IP2",2.04640249321984e-119,-1.35826115785613,0.09,0.244,4.09096322419579e-115,"ATF7IP2"
"NR1D2",2.39163893531797e-119,-1.35875014902613,0.068,0.213,4.78112539559415e-115,"NR1D2"
"ZNF131",2.4344492906836e-119,-0.736439644873918,0.142,0.317,4.86670757700558e-115,"ZNF131"
"ACTR2",2.77826032174003e-119,1.33104859479954,0.704,0.766,5.55402020919049e-115,"ACTR2"
"HCK",4.0562521268544e-119,2.13523340330388,0.344,0.171,8.10885362679464e-115,"HCK"
"KRT23",5.10953425448088e-119,6.40692723190781,0.109,0.005,1.02144699281327e-114,"KRT23"
"SLAMF7",9.33373702169479e-119,-1.76919999782577,0.047,0.175,1.865907368007e-114,"SLAMF7"
"CMTM6",1.23939064498288e-118,1.95929886936685,0.534,0.441,2.47766583838528e-114,"CMTM6"
"FBXL5",1.86293563211487e-118,2.18417355415867,0.459,0.329,3.72419462216083e-114,"FBXL5"
"MLLT3",3.19082280519697e-118,-1.4403209721298,0.059,0.196,6.37877386986926e-114,"MLLT3"
"SLC2A3",3.49408298156838e-118,2.67509289974785,0.38,0.22,6.98502128845335e-114,"SLC2A3"
"VASP",7.60676503342424e-118,1.88933356052308,0.566,0.472,1.52066839783184e-113,"VASP"
"CFAP36",1.29494948758865e-117,-1.60842249593715,0.053,0.186,2.58873352063847e-113,"CFAP36"
"ZNF830",1.35617388574551e-117,-0.827039940632419,0.107,0.269,2.71112721499385e-113,"ZNF830"
"B4GALT5",1.54294322745975e-117,3.40321273001005,0.266,0.111,3.08449780601478e-113,"B4GALT5"
"NUMB",1.89416828540947e-117,2.36406641840243,0.455,0.312,3.78663181936208e-113,"NUMB"
"CLIC3",2.67111503017007e-117,-2.53316301476475,0.029,0.143,5.33982605681299e-113,"CLIC3"
"PRDM1",3.05626735334305e-117,-0.929951047487774,0.097,0.255,6.10978406606809e-113,"PRDM1"
"MFNG",3.25109281330326e-117,-0.696634488886707,0.179,0.36,6.49925964307455e-113,"MFNG"
"WDR33",4.63213393945675e-117,-0.554435294159222,0.204,0.395,9.26009895836798e-113,"WDR33"
"KLRF1",6.53266527987092e-117,-3.21833792607209,0.022,0.128,1.305945116099e-112,"KLRF1"
"EOMES",6.76379675559817e-117,-2.8160030537418,0.018,0.119,1.35215060941163e-112,"EOMES"
"WWP1",6.8839910545444e-117,-0.959814386281119,0.127,0.291,1.37617865171397e-112,"WWP1"
"CASP8AP2",7.46440283555714e-117,-0.79441239367045,0.127,0.296,1.49220877085623e-112,"CASP8AP2"
"MRPL3",7.73319414820659e-117,-1.16433900550912,0.135,0.302,1.54594284216798e-112,"MRPL3"
"CD160",8.10653917279018e-117,-3.33517946555632,0.017,0.117,1.62057824603248e-112,"CD160"
"SUCLG2",9.3518797219613e-117,-1.07776443842079,0.138,0.306,1.86953427521728e-112,"SUCLG2"
"NOL11",1.52249635011753e-116,-1.20187957901848,0.107,0.264,3.04362245351995e-112,"NOL11"
"CNIH1",2.22902017318261e-116,-1.0042589169173,0.151,0.32,4.45603422820935e-112,"CNIH1"
"RAB30-AS1",2.99920500152557e-116,-1.4537456947421,0.074,0.218,5.99571071854976e-112,"RAB30-AS1"
"METTL5",3.04068920820708e-116,-1.04901836492483,0.152,0.325,6.07864179612678e-112,"METTL5"
"CHD6",4.98359210052302e-116,-1.05283582814431,0.15,0.323,9.96269896815556e-112,"CHD6"
"C2orf74",7.31582454535846e-116,-1.69716774252465,0.06,0.195,1.46250648486261e-111,"C2orf74"
"SERINC5",9.45015297275609e-116,-0.678591177709097,0.138,0.31,1.88918008078367e-111,"SERINC5"
"AL034397.3",1.00743815938952e-115,3.01201041498834,0.271,0.116,2.0139696244356e-111,"AL034397.3"
"SURF1",1.29663146470429e-115,-0.709129953134689,0.174,0.352,2.59209596109035e-111,"SURF1"
"PPIL4",1.3051135822272e-115,-0.781503583594069,0.124,0.29,2.60905256223039e-111,"PPIL4"
"MANF",2.42087845475383e-115,-0.774288160794827,0.131,0.298,4.83957811889838e-111,"MANF"
"ITGA6",3.11506286953075e-115,-0.937019481739461,0.058,0.196,6.22732218247891e-111,"ITGA6"
"PHF14",3.39542891065213e-115,-0.919499715150423,0.187,0.37,6.78780193528467e-111,"PHF14"
"METAP2",1.94076425229287e-114,-0.577182760191433,0.293,0.513,3.87978181675868e-110,"METAP2"
"NIPAL3",2.07470580221736e-114,-1.13954794174936,0.095,0.248,4.14754436921271e-110,"NIPAL3"
"NAA20",3.64423340886371e-114,-1.04228304247141,0.145,0.312,7.28518700765944e-110,"NAA20"
"ISCA2",3.7667302880215e-114,-0.98135360929296,0.13,0.294,7.53007051878379e-110,"ISCA2"
"ZBTB4",4.27691548346865e-114,-1.46353664969378,0.077,0.219,8.54998174300218e-110,"ZBTB4"
"NSF",9.01985228647705e-114,-0.577958756803629,0.182,0.363,1.80315867058963e-109,"NSF"
"LRG1",1.00363267102761e-113,6.11194064180204,0.112,0.008,2.00636207265129e-109,"LRG1"
"AKT3",1.22595364485925e-113,-1.43682559256592,0.06,0.195,2.45080393143812e-109,"AKT3"
"ITGB1BP1",1.98390335959254e-113,-0.777513488528539,0.174,0.35,3.96602120616145e-109,"ITGB1BP1"
"CD84",3.7538686053539e-113,-1.01121484791269,0.146,0.312,7.50435872896298e-109,"CD84"
"NUP107",7.74412866111663e-113,-1.1871781094818,0.087,0.233,1.54812876064383e-108,"NUP107"
"IFI44",1.04818362288281e-112,2.45606143822653,0.375,0.222,2.09542388050502e-108,"IFI44"
"DPH5",1.11108585107607e-112,-1.57725113620782,0.075,0.214,2.22117172488616e-108,"DPH5"
"PPWD1",1.50149532033208e-112,-0.830727231669073,0.133,0.297,3.00163929487586e-108,"PPWD1"
"ESCO1",3.43158234891802e-112,-0.527886754698653,0.126,0.291,6.86007627372201e-108,"ESCO1"
"CEP78",4.60556756564197e-112,-1.31468185107697,0.07,0.209,9.20699012047486e-108,"CEP78"
"VDAC1",5.53305227593142e-112,-0.828976093200176,0.22,0.406,1.10611248048145e-107,"VDAC1"
"R3HDM4",7.1474787909352e-112,2.71936273528427,0.403,0.252,1.42885248509586e-107,"R3HDM4"
"MRPS34",7.34270064037544e-112,-0.629042446465698,0.245,0.444,1.46787928501745e-107,"MRPS34"
"CNPY2",9.17426952173738e-112,-0.803359399622223,0.207,0.391,1.83402822009052e-107,"CNPY2"
"ID3",1.42059300277141e-111,-2.05955495576095,0.035,0.15,2.83990747184033e-107,"ID3"
"SDF2L1",2.98206763240637e-111,-0.900605542997506,0.139,0.303,5.96145140394358e-107,"SDF2L1"
"ZFP14",3.26076161626832e-111,-1.32650967284798,0.086,0.232,6.518588547082e-107,"ZFP14"
"BCL2",3.60834327127583e-111,-0.71877737127047,0.152,0.337,7.2134390336075e-107,"BCL2"
"MRPL54",3.82174982660745e-111,-0.686053685304976,0.24,0.433,7.64006007837095e-107,"MRPL54"
"UBE2V2",5.84693834069205e-111,-0.762102349582918,0.177,0.351,1.16886144368775e-106,"UBE2V2"
"POLR2I",6.67501984339748e-111,-0.919040522034095,0.164,0.335,1.33440321689359e-106,"POLR2I"
"TRAPPC2",7.71564187266878e-111,-0.580334372317239,0.126,0.29,1.54243396676522e-106,"TRAPPC2"
"THYN1",8.28607627468651e-111,-0.920811017242382,0.11,0.265,1.65646950807258e-106,"THYN1"
"AC058791.1",9.0597412748411e-111,-0.735570515348936,0.11,0.274,1.81113287825349e-106,"AC058791.1"
"ACTR6",1.17096549916758e-110,-1.11195914949025,0.11,0.263,2.34087712938591e-106,"ACTR6"
"NLRC3",1.35554170794011e-110,-2.1136768403864,0.037,0.153,2.70986342834307e-106,"NLRC3"
"LIMA1",2.10149098562923e-110,-2.40923442557533,0.03,0.138,4.20109062937139e-106,"LIMA1"
"TRADD",2.74018770490486e-110,-0.780216930988329,0.171,0.345,5.47790924087531e-106,"TRADD"
"TECR",3.28118069158701e-110,-0.623451234508231,0.166,0.34,6.55940832055159e-106,"TECR"
"MRPL43",6.83915749225866e-110,-1.00929419394036,0.166,0.332,1.36721597427743e-105,"MRPL43"
"TMED4",9.02383097290331e-110,-0.535589707528422,0.193,0.375,1.8039540497931e-105,"TMED4"
"VPS36",9.17299983691476e-110,-0.560517655326828,0.234,0.422,1.83377439739763e-105,"VPS36"
"TIGIT",9.41105029878288e-110,-2.34835897471719,0.026,0.131,1.88136306522969e-105,"TIGIT"
"EXOSC6",1.45678203541362e-109,-0.998392146729352,0.138,0.301,2.91225296699537e-105,"EXOSC6"
"PMPCB",1.65709494815964e-109,-0.762463835624628,0.17,0.34,3.31269851086593e-105,"PMPCB"
"MPHOSPH9",2.15086702237893e-109,-1.14398823356099,0.098,0.247,4.29979826443772e-105,"MPHOSPH9"
"USP47",3.30294833663244e-109,-0.547102366840073,0.192,0.373,6.60292401976192e-105,"USP47"
"GNPTAB",3.44336582955832e-109,-1.1545844955223,0.172,0.338,6.88363262987003e-105,"GNPTAB"
"ECH1",3.68700608108248e-109,-0.669964522524249,0.229,0.415,7.37069385669199e-105,"ECH1"
"TNFAIP2",3.96631416497989e-109,2.02406526881073,0.344,0.18,7.92905864721129e-105,"TNFAIP2"
"TOMM22",4.40131213879647e-109,-0.758252011484203,0.212,0.395,8.79866309666802e-105,"TOMM22"
"IMMT",4.85845673513036e-109,-0.857610097415371,0.188,0.362,9.71254085919911e-105,"IMMT"
"TBCC",1.35193766695798e-108,-0.630972692731334,0.132,0.294,2.7026585900157e-104,"TBCC"
"DMAC1",1.49820834568342e-108,-1.14875523821869,0.133,0.293,2.99506830385572e-104,"DMAC1"
"COPS6",1.60746035282839e-108,-0.639892206881654,0.199,0.378,3.21347399133924e-104,"COPS6"
"PITHD1",3.14587781112605e-108,-0.676366938222982,0.139,0.307,6.28892433222209e-104,"PITHD1"
"FLT3",3.66460637567189e-108,3.6768118949385,0.128,0.018,7.32591460560567e-104,"FLT3"
"PFDN2",3.9830542432972e-108,-0.549378864069035,0.24,0.431,7.96252373777544e-104,"PFDN2"
"MTRNR2L1",6.72512365578682e-108,4.41686512665494,0.125,0.017,1.34441947002834e-103,"MTRNR2L1"
"RECQL",7.29170685235753e-108,-0.78416135099951,0.192,0.367,1.45768511685479e-103,"RECQL"
"DNAJC1",7.4307663580002e-108,-1.05204990314987,0.136,0.296,1.48548450262782e-103,"DNAJC1"
"HLA-DPB1",8.6819302073785e-108,-1.04072666345682,0.325,0.545,1.73560466775704e-103,"HLA-DPB1"
"RETN",1.24522983027692e-107,5.30480705182186,0.162,0.039,2.48933895370658e-103,"RETN"
"ANK3",1.52656987129963e-107,-1.83105503273243,0.033,0.143,3.0517658297151e-103,"ANK3"
"MRFAP1L1",1.66162045909518e-107,-0.805976927075837,0.116,0.27,3.32174545977717e-103,"MRFAP1L1"
"KIF21A",1.84082250024348e-107,-2.87446005734675,0.017,0.112,3.67998826023674e-103,"KIF21A"
"DMXL2",1.99610790671849e-107,2.17971290068379,0.328,0.17,3.99041931632092e-103,"DMXL2"
"SUGT1",2.24241289065866e-107,-0.838630323236157,0.198,0.371,4.48280760971573e-103,"SUGT1"
"MRPS26",2.31746497099551e-107,-1.03488575738372,0.142,0.305,4.63284422351712e-103,"MRPS26"
"SPSB3",2.40500007346717e-107,-0.575867517601097,0.166,0.335,4.80783564686822e-103,"SPSB3"
"ELP2",2.48537364151418e-107,-1.1741187077343,0.116,0.268,4.96851044675099e-103,"ELP2"
"ABRAXAS1",2.55379194983652e-107,-1.01941311554757,0.096,0.243,5.10528548691819e-103,"ABRAXAS1"
"SSBP3",3.29307326695583e-107,-1.05853289639652,0.137,0.293,6.5831827679714e-103,"SSBP3"
"PITPNA-AS1",3.64734970029781e-107,-1.8734872815591,0.047,0.166,7.29141678586535e-103,"PITPNA-AS1"
"SSNA1",3.89275899788865e-107,-0.61250307053827,0.239,0.424,7.7820145126792e-103,"SSNA1"
"RAB29",6.50456505585697e-107,-0.818040345164011,0.152,0.319,1.30032760031637e-102,"RAB29"
"TATDN1",7.29574101706104e-107,-1.32155915146406,0.097,0.242,1.45849158672067e-102,"TATDN1"
"TBCB",7.54475250390207e-107,-0.77093279385056,0.195,0.367,1.50827147305506e-102,"TBCB"
"SNRPC",8.63193357183017e-107,-0.749551990308099,0.219,0.401,1.72560984034457e-102,"SNRPC"
"BEX2",1.06867775263776e-106,-1.49954884994526,0.056,0.185,2.13639369529815e-102,"BEX2"
"ARRDC3",1.26082584810414e-106,0.518328184296588,0.172,0.371,2.52051695294498e-102,"ARRDC3"
"LTBP3",1.49774231345476e-106,-1.44195780361704,0.051,0.175,2.99413665882741e-102,"LTBP3"
"IMPDH2",2.14142015552526e-106,-1.01348029777208,0.1,0.25,4.28091303291054e-102,"IMPDH2"
"ATP6V0E2",2.19715236368441e-106,-1.71268921885191,0.053,0.176,4.3923272902415e-102,"ATP6V0E2"
"AKR7A2",2.62118110699137e-106,-1.00303869555323,0.134,0.289,5.24000315098644e-102,"AKR7A2"
"ZNF101",2.75929863081046e-106,-0.775282953113436,0.118,0.274,5.51611389285319e-102,"ZNF101"
"ZNF766",3.29336878736478e-106,-0.917353055066707,0.087,0.231,6.58377354282094e-102,"ZNF766"
"SRPRA",3.97418508418129e-106,-0.518122074885219,0.203,0.383,7.94479340178682e-102,"SRPRA"
"ELK4",4.88395715240838e-106,-0.880086936095404,0.175,0.344,9.7635187433796e-102,"ELK4"
"SCOC",7.63605391213273e-106,-0.91325982118093,0.102,0.25,1.52652353757445e-101,"SCOC"
"AC092683.1",1.27219441501432e-105,-1.85515522689178,0.054,0.176,2.54324385505513e-101,"AC092683.1"
"CBLB",1.54834484505305e-105,-1.1593542912736,0.087,0.23,3.09529617974555e-101,"CBLB"
"FKBP2",2.76612917576647e-105,-0.75561453803152,0.193,0.369,5.52976883527474e-101,"FKBP2"
"RAC1",2.84138782373607e-105,1.47006542641997,0.664,0.684,5.68021839843078e-101,"RAC1"
"CTBS",2.96040171677111e-105,2.73815561444055,0.391,0.249,5.91813907199712e-101,"CTBS"
"CDC26",3.60284010592218e-105,-0.607148500797797,0.183,0.358,7.20243765574903e-101,"CDC26"
"COPZ1",4.30971324189167e-105,-0.830632167134803,0.178,0.346,8.61554774186564e-101,"COPZ1"
"DAP3",9.60788320881571e-105,-0.566797809429097,0.171,0.339,1.92071193227435e-100,"DAP3"
"TMEM91",9.75016885241267e-105,3.28294034696976,0.241,0.098,1.94915625528582e-100,"TMEM91"
"TMEM203",1.21614584070098e-104,-1.03102607350891,0.123,0.276,2.43119715014533e-100,"TMEM203"
"GTF2H5",1.5108981449606e-104,-0.733800561220268,0.175,0.344,3.02043648159073e-100,"GTF2H5"
"IRS2",1.96431582772543e-104,2.75657555503927,0.3,0.149,3.9268637712059e-100,"IRS2"
"ZMYND11",2.01783241130198e-104,-1.69286757044659,0.064,0.192,4.03384877343379e-100,"ZMYND11"
"AC005842.1",2.45769811352571e-104,-2.80306257574014,0.014,0.104,4.91318429874924e-100,"AC005842.1"
"GOPC",3.44034031767658e-104,-0.722027983436223,0.154,0.319,6.87758432906724e-100,"GOPC"
"CELF2",3.46727318073025e-104,1.72892224779926,0.703,0.746,6.93142581559784e-100,"CELF2"
"PIN1",4.57323192828813e-104,-0.805873017661858,0.172,0.335,9.14234794784081e-100,"PIN1"
"THOC3",4.737922948067e-104,-1.1728292100631,0.118,0.27,9.47158176548073e-100,"THOC3"
"TYROBP",5.00961308890677e-104,0.840893431874536,0.515,0.318,1.00147175260335e-99,"TYROBP"
"CLDND1",5.37993528442253e-104,-0.784498064878977,0.132,0.288,1.07550286270891e-99,"CLDND1"
"SPSB2",6.62006777039412e-104,-2.12137827882949,0.024,0.124,1.32341774797949e-99,"SPSB2"
"IAH1",6.94401481334864e-104,-0.547776470719376,0.196,0.37,1.38817800133653e-99,"IAH1"
"APOBEC3C",8.38980908102386e-104,-0.973232578595375,0.186,0.353,1.67720673338748e-99,"APOBEC3C"
"TRIM73",8.91425952213391e-104,-1.18234711015185,0.084,0.224,1.78204962106979e-99,"TRIM73"
"C1orf35",1.01614387271597e-103,-1.14586716724695,0.084,0.223,2.03137321594649e-99,"C1orf35"
"TMEM160",1.19946017713385e-103,-0.56803971964232,0.266,0.461,2.39784084010828e-99,"TMEM160"
"SHPRH",1.29386376164662e-103,-0.90641246388273,0.156,0.32,2.58656304590777e-99,"SHPRH"
"GZMK",1.62937379476149e-103,-2.0513570730817,0.034,0.143,3.2572811531077e-99,"GZMK"
"SMC5",1.92852024035106e-103,-0.524382663487084,0.178,0.348,3.85530481248581e-99,"SMC5"
"MRPS12",2.04633681241449e-103,-1.01816917199378,0.161,0.321,4.09083192169781e-99,"MRPS12"
"GOLGA8A",2.55428906692477e-103,-1.44107132687948,0.062,0.191,5.10627927368931e-99,"GOLGA8A"
"AIMP1",4.95434348184468e-103,-0.798020910228988,0.209,0.385,9.9042280545557e-99,"AIMP1"
"TMEM173",4.98285530105344e-103,-0.744458395038127,0.176,0.345,9.96122603233593e-99,"TMEM173"
"LPAR6",5.60256278893929e-103,-1.15201770677297,0.133,0.287,1.12000832713685e-98,"LPAR6"
"EBP",7.56735239930256e-103,-1.36401803729418,0.084,0.22,1.51278941814458e-98,"EBP"
"BPI",1.03251166849918e-102,7.029945724617,0.11,0.012,2.06409407649671e-98,"BPI"
"MAP2K3",1.03513046415607e-102,2.62926356094476,0.377,0.232,2.0693293108944e-98,"MAP2K3"
"PPP2R2B",1.28722339894321e-102,-2.87397462424615,0.015,0.103,2.57328829682736e-98,"PPP2R2B"
"SDHD",1.32892759789852e-102,-0.506134144094067,0.238,0.429,2.65665916095892e-98,"SDHD"
"ATP6V0B",1.64929347134619e-102,1.87880208175785,0.54,0.464,3.29710257856818e-98,"ATP6V0B"
"PSMB6",1.8703257102738e-102,-0.526009336376881,0.26,0.456,3.73896812740836e-98,"PSMB6"
"MRPL11",2.17316123396296e-102,-1.0439216055137,0.166,0.327,4.34436662281536e-98,"MRPL11"
"ZNF75A",3.04020726972421e-102,-1.15118393949873,0.097,0.24,6.07767835290568e-98,"ZNF75A"
"ZNF831",3.15329452546322e-102,-2.51050375027311,0.021,0.116,6.30375108585352e-98,"ZNF831"
"MYO1G",4.13932374768026e-102,-0.626510492066463,0.27,0.464,8.2749221039876e-98,"MYO1G"
"TPST1",7.03008855900063e-102,5.0372861632982,0.107,0.01,1.40538500382982e-97,"TPST1"
"SYNCRIP",7.15610684618769e-102,-0.518854777847198,0.264,0.465,1.43057731962138e-97,"SYNCRIP"
"TMEM134",1.09632497562565e-101,-0.875119842982236,0.128,0.285,2.19166325877324e-97,"TMEM134"
"NUDCD2",1.37340993628481e-101,-1.07171422704445,0.15,0.305,2.74558380362697e-97,"NUDCD2"
"CENPC",2.25467712494478e-101,-0.598010939391197,0.184,0.356,4.5073250404771e-97,"CENPC"
"PTPRE",3.20669136357754e-101,1.87793627689183,0.472,0.367,6.41049670492786e-97,"PTPRE"
"SNRNP40",3.57667405007434e-101,-1.15590879572128,0.116,0.264,7.15012909350362e-97,"SNRNP40"
"RBM4",3.65625906974027e-101,-0.535814955681754,0.144,0.303,7.30922750631777e-97,"RBM4"
"RRP7A",4.09992857652055e-101,-1.05978554170783,0.14,0.293,8.19616721732223e-97,"RRP7A"
"TGS1",4.17376339555607e-101,-0.854010180260866,0.142,0.299,8.34377040405614e-97,"TGS1"
"HOXB2",9.2305521905208e-101,-2.01410349147506,0.052,0.168,1.84527968840701e-96,"HOXB2"
"RALA",1.22973428586974e-100,-0.787454347900564,0.151,0.311,2.4583618108822e-96,"RALA"
"LAGE3",1.32485531683873e-100,-1.11410225017974,0.102,0.245,2.6485182638923e-96,"LAGE3"
"GLT1D1",1.42865931572645e-100,3.4980951849978,0.192,0.063,2.85603283806874e-96,"GLT1D1"
"PLEKHJ1",1.54481860776595e-100,-0.636157313500535,0.175,0.341,3.0882468787849e-96,"PLEKHJ1"
"SMIM10L1",2.51580221041282e-100,-0.72495047813588,0.138,0.292,5.02934019883627e-96,"SMIM10L1"
"PBDC1",2.66377103033012e-100,-1.10996600496612,0.115,0.261,5.32514466673295e-96,"PBDC1"
"CRTAM",3.77803277611066e-100,-2.50878845997907,0.021,0.115,7.55266532272282e-96,"CRTAM"
"RAB9A",3.79870785061019e-100,-1.05424798353239,0.119,0.264,7.59399686415483e-96,"RAB9A"
"NCBP2",4.55954493929016e-100,-0.683327151039008,0.199,0.37,9.11498628813496e-96,"NCBP2"
"ABT1",6.27779726619437e-100,-1.05702626015451,0.126,0.274,1.25499445148492e-95,"ABT1"
"TMEM109",6.48548718901238e-100,-1.49036139910614,0.089,0.223,1.29651374395547e-95,"TMEM109"
"THAP7",6.76020596024755e-100,-1.43501135992931,0.073,0.202,1.35143277351309e-95,"THAP7"
"MYDGF",7.51023717573796e-100,-0.560289791305105,0.207,0.379,1.50137151380178e-95,"MYDGF"
"ZBTB1",8.64544304413821e-100,-0.534253797896295,0.152,0.311,1.72831051895367e-95,"ZBTB1"
"CLUAP1",1.84389656627039e-99,-1.52100664202417,0.05,0.167,3.68613362563114e-95,"CLUAP1"
"TRAPPC6A",2.11722484423411e-99,-0.932467978994652,0.146,0.304,4.23254418610841e-95,"TRAPPC6A"
"CTR9",2.19875881301244e-99,-0.61877469669073,0.19,0.359,4.39553874309317e-95,"CTR9"
